QUESTION,BT_LEVEL
Explain why it is important for the width of the base quasineutral region to be small compared to the minority carrier diffusion length in the operation of a BJT.,K2-UNDERSTAND
"Explain one (1) major advantage, and one (1) major disadvantage, of a fixed period system. ",K2-UNDERSTAND
Explain the method of monitoring inventory levels in retails stores.,K2-UNDERSTAND
"""The bullwhip measure can be used to analyze supply chains. Nevertheless, inaccurate measures taken in addressing variance amplification can have ramifications"".  Explain this statement. ",K2-UNDERSTAND
Explain three (3) lean techniques that work in both the manufacturing and service sector. ,K2-UNDERSTAND
"Just-in-time (JIT) attempts to remove delays, which do not add value. Explain how JIT copes with weather and its impact on crop harvest and transportation times. ",K2-UNDERSTAND
Explain three (3) ways in which JIT and quality are related. ,K2-UNDERSTAND
"Explain the reason why it is not necessary to include product cost (price or price times quantity) in the EOQ model, but the quantity discount model requires the inclusion of product cost. ",K2-UNDERSTAND
"Just-in-time (JIT) attempts to remove delays, which do not add value. Explain how JIT copes with weather and its impact on crop harvest and transportation times. ",K2-UNDERSTAND
Describe the three (3) ways in which JIT and quality are related. ,K2-UNDERSTAND
Explain the term “level scheduling'. ,K2-UNDERSTAND
Igneous rock can be formed either underground or above ground. Elaborate. ,K2-UNDERSTAND
Glass is known to have good qualities and properties related to thermal and sound insulations. Discuss the application of glass in the construction of green building.,K2-UNDERSTAND
Briefly explain the desire properties of aggregate in producing concrete mixture. ,K2-UNDERSTAND
Autoclave aerated concrete block is gaining popular in high rise construction. Briefly illustrate what are the unique features of the autoclave aerated concrete block. ,K2-UNDERSTAND
Steel is the most widely used reinforcing materials in concrete structure. Briefly explain the general properties of steel. ,K2-UNDERSTAND
Briefly illustrate FOUR (4) influences of carbon on metal. ,K2-UNDERSTAND
The general objective of inventory control is to minimize the total cost of keeping the inventory while making trade-offs. Elaborate the FOUR (4) major categories of cost in inventory control. ,K2-UNDERSTAND
"Briefly describe the properties of wood in terms of density, thermal insulation, chemical resistance and strength. ",K2-UNDERSTAND
Briefly describe TEN (10) general characteristic of hardened concrete. ,K2-UNDERSTAND
Timber and plastic are common materials used in construction industry. Elaborate FIVE (5) specific applications for each material in building construction. ,K2-UNDERSTAND
Describe FIVE (5) characteristics of hardened concrete. ,K2-UNDERSTAND
Explain THREE (3) advantages of using aluminium to fabricate roof gutter. ,K2-UNDERSTAND
Provide FOUR (4) reasons of using aggregate in concrete production. ,K2-UNDERSTAND
Explain THREE (3) categories of treatment to enhance the durability of timber. ,K2-UNDERSTAND
Compare the seasoning method between softwood and hardwood. ,K2-UNDERSTAND
Describe the significance of concrete as a primary material in today's construction. ,K2-UNDERSTAND
Illustrate the needs of timber preservation and the techniques. ,K2-UNDERSTAND
Compare the formation process between igneous rock and sedimentary rocks. ,K2-UNDERSTAND
Illustrate the advantages of plastic material and its applications in construction. ,K2-UNDERSTAND
Describe the applications of mild steel in construction. ,K2-UNDERSTAND
Elaborate on the design and production process including the rational and economic use of resources that influence the development of a building. ,K2-UNDERSTAND
Describe the components in the Mechanical and electrical System used in buildings.,K2-UNDERSTAND
Discuss the objectives and the provision of site security in a construction site. ,K2-UNDERSTAND
Explain what is a datum level as used in site surveying for a building project. ,K2-UNDERSTAND
Elaborate the objectives and basic design procedure of the foundation design of a building. ,K2-UNDERSTAND
Discuss the disadvantages of timber flat roofs. ,K2-UNDERSTAND
Explain the concept for the nature of building characteristics. ,K2-UNDERSTAND
Explain the activities involved in the building process. ,K2-UNDERSTAND
Describe the use of architecture drawings in construction. ,K2-UNDERSTAND
Explain the types of construction excavation. ,K2-UNDERSTAND
List down ALL types of brick wall and give explanations for each type of the wall. ,K2-UNDERSTAND
Discuss the factors that affect the stability of high-rise buildings.,K2-UNDERSTAND
Explain THREE (3) purposes of architectural drawings to architects and other parties in the construction team. ,K2-UNDERSTAND
Identify THREE (3) building related statutory laws in Malaysia.,K2-UNDERSTAND
Describe SIX (6) functional requirements of walls. ,K2-UNDERSTAND
Identify THREE (3) types of mortar used in wall construction. ,K2-UNDERSTAND
Outline FIVE (5) functional requirements of a floor. ,K2-UNDERSTAND
Discuss the procedures of the non-suspended reinforced concrete ground floors construction. ,K2-UNDERSTAND
Explain TWO (2) defects which are usually occur on the surface of finished concrete.,K2-UNDERSTAND
Discuss SIX (6) considerations before choosing the foundation type. ,K2-UNDERSTAND
The foundation is the base on which a building rest and its purpose is to safely transfer the load of a building to a suitable subsoil. Identify the specified bearing loads and give the explanations for each bearing load.,K2-UNDERSTAND
Explain the development process for a building construction.,K2-UNDERSTAND
Explain the FIVE (5) procedures which need to be documented during the site inspection. ,K2-UNDERSTAND
Explain the solum treatment used in the floor construction. ,K2-UNDERSTAND
Ion implantation is one of the popular methods to dope semiconductors. Discuss the control parameters for this method. ,K2-UNDERSTAND
Discuss the advantages of dynamic logic circuit compared to the conventional static combinational logic circuit. ,K2-UNDERSTAND
Discuss the advantages of reducing the minimum feature size.,K2-UNDERSTAND
Discuss the advantages of FinFETS over planar MOSFETs. ,K2-UNDERSTAND
Oxidation is one of the most important thermal processes. Briefly explain the TWO (2) types of oxidation process. ,K2-UNDERSTAND
"Annealing is a thermal process typically performed after ion implantation. With the aid of diagrams, briefly discuss the purpose of this process. ",K2-UNDERSTAND
Discuss the main objective of layout design rules. ,K2-UNDERSTAND
The design rules are usually described in TWO (2) ways. Describe these TWO (2) ways. ,K2-UNDERSTAND
Illustrate the THREE (3) advantages of silicon over germanium. ,K2-UNDERSTAND
"Besides silicon and germanium, name ONE (1) other material that can be used as the substrate of a transistor. ",K2-UNDERSTAND
Oxidation is one of the most important thermal processes. Briefly discuss the characteristics of dry oxidation. ,K2-UNDERSTAND
"Local oxidation of silicon or LOCOS is a type of application which involves wet oxidation. With the aid of diagrams, briefly illustrate this process. ",K2-UNDERSTAND
Explain the main purpose of LOCOS. ,K2-UNDERSTAND
"Besides LOCOS, name TWO (2) other applications which require thermal processes. ",K2-UNDERSTAND
"Dielectric films can be thermally grown or deposited. Discuss the 
fundamental difference between these two methods. ",K2-UNDERSTAND
"The technology of VLSI is defined by the feature size. With the aid of a diagram, explain the feature size. ",K2-UNDERSTAND
"Besides silicon and germanium, name ONE (1) other material which could be used to fabricate transistors. ",K2-UNDERSTAND
Discuss the differences between a stick diagram and an actual layout. ,K2-UNDERSTAND
Give TWO (2) examples how intrinsic reliability failure occurs in ICs. ,K2-UNDERSTAND
"With the aid of a diagram, explain LOCOS. ",K2-UNDERSTAND
Discuss the disadvantages of LOCOS. ,K2-UNDERSTAND
Explain the purposes of scaling. ,K2-UNDERSTAND
Explain the physical meaning of transconductance. ,K2-UNDERSTAND
"There are TWO (2) common methods used in the semiconductor industry to fabricate single crystal silicon. With the aid of diagrams, name and explain the methods. ",K2-UNDERSTAND
Classify and briefly explain different computational methods used in analyzing flows in hydraulic engineering. ,K2-UNDERSTAND
"In computational methods of analyzing flows in rivers and channels, effects of turbulence are reflected in different ways depending on how the flow is modelled. Give examples of these models and explain the advantages and  shortcomings. ",K2-UNDERSTAND
List the major forces acting on the concrete body of the dam excluding earthquake and wind forces. ,K2-UNDERSTAND
